id,target,ps_ind_01,ps_ind_02_cat,ps_car_11_cat
1824,0,2,1,62
1825,0,2,2,22
1832,0,2,1,87
1833,0,1,1,104
1835,0,0,1,16
1837,0,7,1,55
1838,0,3,2,104
1840,0,5,1,101
1842,0,1,1,87
1843,0,2,1,104
1844,0,2,1,104
1845,0,4,1,27
1848,0,0,1,31
1849,0,0,1,25
1851,0,0,2,48
1856,0,0,1,19
1859,0,0,1,104
1861,0,1,1,64
1862,0,0,2,101
1864,0,5,3,17
1865,0,1,1,46
1867,0,1,1,16
1871,0,6,1,9
1872,0,0,1,13
1873,0,5,1,74
1876,0,3,1,25
1880,0,2,1,7
1883,0,0,2,103
1884,0,1,1,5
1893,0,6,1,99
1899,0,3,1,104
1900,0,0,1,73
1902,0,1,1,53
1903,0,5,1,42
1909,0,0,3,104
1912,0,4,1,64
1913,0,0,1,8
1915,0,2,1,38
1917,0,5,1,16
1918,0,1,1,28
1925,0,1,1,98
1927,0,0,1,79
1930,0,1,3,60
1938,0,4,3,12
1941,0,1,2,99
1943,0,1,2,7
1949,0,0,1,94
1950,0,0,1,16
1951,0,1,1,57
1952,0,1,1,94
1953,0,2,1,99
1957,0,3,1,4
1959,0,0,1,41
1960,0,5,1,104
1962,0,0,1,30
1964,0,1,1,88
1965,0,2,1,82
1966,0,2,1,104
1969,0,1,2,99
1972,0,0,1,104
1974,0,1,1,72
1975,0,3,1,104
1976,0,2,2,70
1977,0,1,1,20
1978,0,0,1,80
1981,0,1,2,60
1983,0,1,1,38
1985,0,4,2,48
1988,0,2,1,98
1992,0,5,1,28
1997,0,1,3,99
1998,0,5,1,85
2000,0,0,1,86
2003,0,1,2,99
2004,0,1,3,87
2007,0,4,1,104
2010,0,1,1,34
2014,0,2,1,48
2016,0,0,1,40
2018,0,1,1,3
2021,0,7,1,51
2025,0,3,1,73
2031,0,2,1,41
2034,0,1,1,46
2045,0,1,1,103
2051,0,0,2,70
2052,0,0,3,37
2053,0,0,1,24
2055,0,5,1,104
2056,0,1,3,99
2057,0,0,1,90
2058,0,5,1,41
2059,0,2,1,12
2060,0,2,2,28
2062,0,0,1,48
2066,0,0,1,82
2071,0,5,1,61
2074,0,1,2,49
2080,0,0,1,103
2083,0,2,1,104
2084,0,0,1,79
2090,0,0,1,84
2098,0,2,1,12
2101,0,5,1,99
2102,0,0,1,85
2108,0,3,1,43
2109,0,3,1,32
2111,0,0,2,39
2112,0,2,1,87
2116,0,7,1,104
2117,0,0,1,38
2122,0,1,1,52
2125,0,4,1,28
2126,0,2,1,83
2127,0,3,1,92
2130,0,1,2,84
2135,0,0,1,87
2136,0,1,1,1
2138,0,0,1,104
2139,0,2,2,103
2143,0,2,1,27
2144,0,1,1,16
2145,0,0,1,32
2147,0,0,1,2
2150,0,0,1,103
2156,0,1,1,68
2157,0,0,1,87
2162,0,5,3,70
2163,0,2,1,9
2165,0,2,1,28
2168,0,0,1,30
2169,0,5,1,53
2174,0,4,1,25
2176,0,4,1,11
2181,0,0,1,51
2185,0,0,1,90
2190,0,1,1,104
2193,0,7,1,46
2195,0,7,4,103
2203,0,0,1,82
2204,1,0,1,65
2209,0,1,1,104
2210,0,5,-1,104
2211,0,2,1,29
2213,0,0,1,103
2214,0,3,1,16
2219,0,0,2,25
2222,0,1,1,68
2224,0,0,1,25
2227,0,0,2,78
2228,0,0,3,104
2229,0,0,1,80
2230,0,7,1,50
2238,1,5,1,104
2241,0,0,1,90
2243,0,3,1,99
2244,0,0,1,84
2245,0,0,2,60
2246,0,0,3,10
2249,1,4,1,14
2252,0,1,1,52
2253,0,0,1,10
2254,0,2,1,104
2256,0,1,2,36
2262,0,0,1,11
2264,0,6,3,101
2274,0,7,1,104
2280,0,3,1,68
2281,0,2,1,46
2283,0,0,1,64
2284,0,1,2,32
2287,0,0,2,25
2288,0,1,1,104
2290,0,5,2,61
2291,0,0,1,53
2292,0,1,1,1
2293,0,2,1,72
2295,0,3,1,95
2298,0,0,1,33
2303,0,3,1,6
2304,0,0,2,45
2309,0,0,2,19
2311,0,1,1,104
2313,0,5,3,86
2314,0,1,1,70
2315,0,2,2,22
2318,0,0,2,44
2321,0,2,1,71
2325,0,5,1,68
2330,0,0,1,87
2332,0,2,2,39
2333,0,0,1,104
2334,0,0,1,12
2336,0,2,2,91
2337,0,7,1,5
2343,0,0,1,89
2344,0,5,1,101
2346,0,1,2,104
2347,0,1,2,80
2348,0,2,1,95
2352,0,3,1,72
2358,0,2,1,104
2363,0,6,1,43
2365,0,0,1,5
2367,0,1,1,65
2371,0,6,1,20
2373,0,5,1,103
2374,0,5,1,28
2375,0,0,1,65
2377,0,0,2,87
2378,0,2,3,104
2379,0,1,2,104
2380,0,1,1,44
2382,0,4,1,59
2387,0,3,1,51
2389,0,7,1,57
2391,0,1,2,100
2393,0,1,1,104
2398,0,5,1,34
2400,0,1,1,94
2404,1,6,1,61
2409,0,0,1,39
2411,0,1,2,11
2413,0,0,1,104
2414,0,1,1,75
2416,0,0,1,38
2419,0,0,1,67
2422,0,2,2,70
2423,0,0,1,104
2424,0,3,1,28
2430,0,0,1,104
2431,0,5,4,64
2432,0,2,1,49
2433,0,0,1,44
2440,0,0,1,99
2442,0,1,1,82
2447,0,1,1,62
2448,0,0,1,53
2450,0,0,1,104
2451,0,2,1,101
2458,0,4,1,83
2459,0,0,1,27
2462,0,2,2,78
2464,0,5,1,104
2467,0,2,1,26
2470,0,1,1,14
2479,0,1,2,64
2481,0,0,1,84
2482,0,5,1,99
2485,0,2,1,67
2487,0,0,1,1
2491,0,1,1,10
2492,0,1,1,3
2493,0,0,1,20
2494,0,1,1,68
2499,0,1,1,104
2500,0,0,2,87
2501,0,2,2,103
2502,0,1,1,34
2504,0,7,1,13
2510,0,2,1,62
2511,0,2,1,65
2512,0,0,1,17
2513,0,5,1,39
2516,0,2,2,101
2517,0,1,1,34
2518,0,3,1,104
2519,0,0,1,18
2520,0,0,1,39
2525,0,1,1,83
2528,0,1,1,75
2533,0,1,1,82
2538,0,1,2,99
2540,0,6,1,30
2541,0,1,1,37
2543,0,0,2,103
2544,0,0,1,104
2547,0,0,1,90
2551,0,0,1,51
2553,0,1,1,43
2556,0,1,1,1
2557,0,5,1,32
2559,0,0,4,80
2561,0,0,1,22
2562,0,5,1,82
2566,0,6,1,28
2567,0,0,1,104
2568,0,0,2,104
2569,0,0,1,62
2570,0,5,1,15
2572,0,0,1,9
2573,0,1,3,94
2580,0,4,1,83
2584,0,0,1,99
2588,0,1,2,104
2589,0,0,2,51
2590,0,1,1,9
2593,0,2,1,98
2596,0,0,1,104
2601,0,0,2,87
2604,0,0,1,87
2612,0,2,1,36
2614,0,4,1,64
2617,0,2,1,80
2618,0,2,3,15
2619,0,0,2,87
2620,0,4,1,82
2622,0,3,1,17
2632,0,0,1,77
2637,0,0,1,78
2641,0,0,2,32
2644,0,1,2,66
2645,0,1,1,102
2651,0,1,2,82
2653,1,1,1,31
2655,0,1,4,65
2656,0,2,1,82
2657,0,0,1,103
2664,0,2,3,104
2669,0,0,1,104
2670,0,1,2,104
2672,0,1,1,104
2679,0,1,1,10
2680,0,1,1,42
2682,0,3,1,4
2684,1,0,2,65
2686,0,0,1,104
2688,0,2,1,10
2689,0,4,2,103
2691,0,0,1,82
2700,0,0,1,11
2704,0,4,1,37
2706,0,0,1,46
2707,0,1,1,61
2708,1,2,2,92
2709,0,5,1,45
2710,0,3,2,12
2712,0,3,1,5
2713,0,2,1,52
2714,0,2,1,57
2716,0,0,1,104
2717,0,4,1,104
2718,0,1,1,44
2719,0,1,2,99
2723,0,3,2,104
2725,0,2,1,104
2727,0,1,2,84
2728,0,1,2,103
2735,0,4,1,104
2737,0,1,1,16
2742,0,0,2,77
2744,0,4,2,72
2745,0,3,1,43
2748,0,2,1,104
2749,0,0,2,103
2754,0,0,1,37
2758,0,1,2,103
2759,0,0,1,35
2760,0,5,3,43
2762,0,7,4,67
2766,0,3,1,60
2768,0,0,3,49
2770,0,3,1,68
2771,0,1,2,70
2773,0,0,1,28
2775,0,1,1,5
2779,0,5,1,5
2780,0,0,1,87
2781,0,6,3,42
2784,0,0,2,87
2785,0,1,1,87
2787,0,3,1,77
2788,0,0,1,54
2789,0,0,1,99
2798,0,0,1,84
2799,0,2,1,64
2803,0,1,1,16
2806,0,3,4,78
2809,0,2,2,76
2810,0,1,3,99
2816,0,5,1,87
2818,0,0,2,65
2820,0,4,1,27
2822,0,0,1,104
2823,0,5,2,28
2824,0,1,2,70
2826,0,0,1,36
2827,0,4,1,30
2830,0,4,1,64
2833,0,1,1,99
2839,0,4,1,65
2844,0,4,2,12
2846,0,2,2,103
2849,0,3,2,28
2852,0,1,1,86
2853,0,1,2,88
2855,0,0,1,19
2860,0,0,1,65
2861,1,1,1,104
2863,0,1,1,40
2870,0,2,1,104
2876,1,0,1,92
2877,0,0,1,17
2879,0,0,1,83
2880,0,3,3,51
2881,0,0,1,64
2884,0,1,1,12
2885,0,3,1,64
2890,0,2,3,64
2891,0,1,1,74
2894,0,1,1,65
2896,0,0,1,104
2900,0,1,2,12
2901,0,1,1,83
2902,0,2,1,12
2904,0,7,1,20
2905,0,1,2,27
2908,0,0,1,104
2910,0,2,1,42
2911,0,1,1,5
2912,0,5,1,92
2914,0,2,1,104
2919,0,7,2,27
2920,0,1,1,34
2922,0,3,1,104
2923,0,7,1,104
2926,0,0,1,25
2927,0,0,1,85
2930,0,1,1,46
2933,0,0,2,87
2935,0,4,1,87
2938,1,2,1,50
2944,0,1,1,57
2945,0,1,1,26
2948,0,6,1,94
2950,0,0,1,32
2951,0,1,2,17
2955,0,1,1,85
2957,0,2,2,45
2958,0,1,1,104
2959,0,1,4,65
2961,0,1,3,10
2963,0,0,1,64
2969,0,1,1,78
2970,0,0,1,103
2974,0,2,1,48
2978,0,0,2,65
2979,0,0,1,99
2980,0,0,1,87
2987,0,2,1,81
2992,0,2,1,46
2994,0,5,1,82
2996,0,5,1,86
2997,0,5,1,5
3002,0,4,1,87
3004,0,1,2,39
3006,0,1,1,103
3010,0,2,1,103
3019,1,3,1,29
3020,0,2,3,104
3021,0,4,2,104
3025,1,6,1,83
3027,0,1,1,68
3028,1,0,2,17
3030,0,1,3,104
3038,0,4,2,82
3043,0,1,1,103
3044,0,1,1,37
3046,0,0,2,88
3047,0,1,2,88
3048,0,1,1,103
3049,0,1,1,22
3051,0,0,1,93
3052,0,0,1,36
3054,0,0,2,37
3056,0,1,2,70
3057,0,5,1,90
3058,0,1,1,16
3059,0,3,1,80
3063,0,2,1,82
3066,1,1,4,23
3069,0,3,1,48
3070,0,0,1,67
3071,0,0,1,25
3074,0,2,1,83
3075,0,0,2,74
3078,0,0,1,5
3081,0,1,1,64
3083,0,0,2,38
3084,0,5,1,104
3088,0,0,1,95
3089,0,0,1,104
3091,0,2,1,49
3093,0,0,2,101
3096,0,0,1,49
3097,0,2,1,99
3098,0,5,1,27
3099,0,0,1,67
3100,0,1,1,70
3106,0,0,1,10
3109,0,1,1,14
3110,0,0,1,88
3111,0,1,1,16
3112,0,1,2,38
3113,0,1,1,103
3117,0,1,1,99
3119,0,0,2,103
3122,0,0,1,38
3124,0,5,1,104
3126,0,0,1,35
3127,0,0,1,104
3131,0,0,2,28
3132,0,0,1,99
3135,0,0,3,64
3141,0,2,1,57
3142,0,1,1,65
3145,0,1,1,64
3147,0,1,1,25
3152,0,2,2,16
3154,0,0,2,103
3156,0,2,1,49
3158,0,0,1,34
3159,0,2,2,94
3167,0,1,1,25
3172,0,1,3,70
3173,0,4,1,90
3174,0,1,3,87
3175,0,0,1,104
3177,0,2,3,83
3178,0,2,1,29
3181,0,1,2,103
3187,0,0,1,67
3190,0,1,1,39
3192,0,1,1,104
3198,0,1,2,82
3200,0,1,2,65
3204,0,2,1,39
3214,0,6,1,104
3220,0,6,2,103
3223,0,1,2,41
3224,0,4,1,99
3225,0,1,1,38
3228,0,1,1,94
3230,0,4,1,28
3232,0,5,1,84
3233,0,2,1,67
3235,0,1,1,64
3236,0,0,1,63
3237,0,1,2,74
3238,0,0,1,72
3239,0,4,1,90
3241,0,1,1,11
3243,0,1,1,104
3245,0,0,2,48
3254,0,0,1,88
3256,0,0,1,104
3260,0,0,1,104
3261,0,2,1,68
3262,1,0,1,94
3263,0,3,1,104
3264,0,0,1,2
3266,0,0,2,92
3268,0,1,1,10
3269,0,1,1,3
3271,0,2,1,92
3274,0,1,1,39
3275,0,0,1,65
3278,0,5,1,55
3281,0,3,2,16
3286,0,4,1,68
3289,0,1,3,57
3292,0,4,2,70
3294,0,2,2,89
3298,0,2,1,85
3303,1,1,1,16
3305,0,1,2,68
3306,0,2,2,95
3307,0,0,1,87
3309,0,2,1,70
3311,0,0,2,85
3312,0,5,2,103
3314,0,0,1,51
3315,0,6,1,51
3317,0,2,1,64
3318,0,1,1,43
3320,0,2,1,28
3321,0,2,2,20
3322,0,2,1,28
3323,0,5,1,7
3333,0,2,2,8
3334,0,0,1,82
3338,0,1,2,92
3341,0,2,1,19
3343,0,1,1,74
3345,0,0,2,76
